study_name,trait_name,category
ebi-a-GCST90013420,Ambidextrousness,physiological
ebi-a-GCST90013422,Ultradistal forearm bone mineral density,clinical measures
ebi-a-GCST90013452,Emotional lability,social / behavioural
ebi-a-GCST90013453,Lack of behavioral control,social / behavioural
ebi-a-GCST90013454,Type A behavior,social / behavioural
ebi-a-GCST90013455,Locus of control over disease,social / behavioural
ebi-a-GCST90013456,Psychoticism,social / behavioural
ebi-a-GCST90013474,Biological sex (age adjusted),physiological
ebi-a-GCST90014023,Type 1 diabetes,health trait / disease outcome
ebi-a-GCST90014033,Haemorrhoidal disease,health trait / disease outcome
ebi-a-GCST90014239,FEV1/FVC ratio x sex interaction,physiological
ebi-a-GCST90014240,Forced expiratory volume in 1 second x sex interaction,physiological
ebi-a-GCST90014241,Forced vital capacity x sex interaction,physiological
ebi-a-GCST90014242,Peak expiratory flow x sex interaction,physiological
ebi-a-GCST90014266,Retinal nerve fibre layer (RNFL) thickness,clinical measures
ebi-a-GCST90014267,Ganglion cell inner plexiform layer (GCIPL) thickness,clinical measures
ebi-a-GCST90014287,DNA methylation-estimated granulocyte proportions,clinical measures
ebi-a-GCST90014288,DNA methylation GrimAge acceleration,clinical measures
ebi-a-GCST90014289,DNA methylation Hannum age acceleration,clinical measures
ebi-a-GCST90014290,Intrinsic epigenetic age acceleration,clinical measures
ebi-a-GCST90014291,DNA methylation-estimated plasminogen activator inhibitor-1 levels,clinical measures
ebi-a-GCST90014292,DNA methylation PhenoAge acceleration,clinical measures
ebi-a-GCST90016564,Irritable bowel syndrome,health trait / disease outcome
ebi-a-GCST90016666,Liver volume,physiological
ebi-a-GCST90016667,Spleen volume,physiological
ebi-a-GCST90016668,Lung volume,physiological
ebi-a-GCST90016669,Pancreas volume,physiological
ebi-a-GCST90016670,Kidney volume,physiological
ebi-a-GCST90016671,Visceral adipose tissue volume,physiological
ebi-a-GCST90016672,Abdominal subcutaneous adipose tissue volume,physiological
ebi-a-GCST90016673,Percent liver fat,physiological
ebi-a-GCST90016674,Liver iron content,physiological
ebi-a-GCST90016675,Pancreas fat,physiological
ebi-a-GCST90016676,Pancreas iron content,physiological
ebi-a-GCST90017143,Fructosamine levels,clinical measures
ebi-a-GCST90018120,Idiopathic pulmonary fibrosis,health trait / disease outcome
ebi-a-GCST90018783,Aortic aneurysm,health trait / disease outcome
ebi-a-GCST90018785,Autoimmune hepatitis,health trait / disease outcome
ebi-a-GCST90018786,Abortion,health trait / disease outcome
ebi-a-GCST90018787,Achilles tendon injury,health trait / disease outcome
ebi-a-GCST90018788,Acute glomerulonephritis,health trait / disease outcome
ebi-a-GCST90018789,Acute pancreatitis,health trait / disease outcome
ebi-a-GCST90018790,Acute renal failure,health trait / disease outcome
ebi-a-GCST90018791,Allergic conjunctivitis,health trait / disease outcome
ebi-a-GCST90018792,Allergic rhinitis,health trait / disease outcome
ebi-a-GCST90018793,Angina pectoris,health trait / disease outcome
ebi-a-GCST90018794,Aplastic anemia,health trait / disease outcome
ebi-a-GCST90018795,Asthma,health trait / disease outcome
ebi-a-GCST90018797,Back pain,health trait / disease outcome
ebi-a-GCST90018798,Behcet's disease,health trait / disease outcome
ebi-a-GCST90018799,Breast cancer,health trait / disease outcome
ebi-a-GCST90018800,Brain tumor,health trait / disease outcome
ebi-a-GCST90018801,Bronchiectasis,health trait / disease outcome
ebi-a-GCST90018802,Bronchitis,health trait / disease outcome
ebi-a-GCST90018803,Hepatic bile duct cancer,health trait / disease outcome
ebi-a-GCST90018804,Chronic hepatitis B infection,health trait / disease outcome
ebi-a-GCST90018805,Chronic hepatitis C infection,health trait / disease outcome
ebi-a-GCST90018806,Chronic heart failure,health trait / disease outcome
ebi-a-GCST90018807,Chronic obstructive pulmonary disease,health trait / disease outcome
ebi-a-GCST90018808,Colorectal cancer,health trait / disease outcome
ebi-a-GCST90018809,Chronic suppurative otitis media,health trait / disease outcome
ebi-a-GCST90018810,Cesarian section,operation / treatment
ebi-a-GCST90018811,Cardiac valvular disease,health trait / disease outcome
ebi-a-GCST90018812,Cardiomegaly,health trait / disease outcome
ebi-a-GCST90018813,Carpal tunnel syndrome,health trait / disease outcome
ebi-a-GCST90018814,Cataracts,health trait / disease outcome
ebi-a-GCST90018815,Cerebral aneurysm,health trait / disease outcome
ebi-a-GCST90018816,Unruptured cerebral aneurysm,health trait / disease outcome
ebi-a-GCST90018817,Cervical cancer,health trait / disease outcome
ebi-a-GCST90018818,Cholecystitis,health trait / disease outcome
ebi-a-GCST90018819,Cholelithiasis,health trait / disease outcome
ebi-a-GCST90018820,Chronic glomerulonephritis,health trait / disease outcome
ebi-a-GCST90018821,Chronic pancreatitis,health trait / disease outcome
ebi-a-GCST90018822,Chronic renal failure,health trait / disease outcome
ebi-a-GCST90018823,Chronic sinusitis,health trait / disease outcome
ebi-a-GCST90018824,Chronic bronchitis,health trait / disease outcome
ebi-a-GCST90018825,Chronic gastritis,health trait / disease outcome
ebi-a-GCST90018826,Cirrhosis,health trait / disease outcome
ebi-a-GCST90018828,Compression fracture,health trait / disease outcome
ebi-a-GCST90018829,Constipation,health trait / disease outcome
ebi-a-GCST90018830,Contact dermatitis,health trait / disease outcome
ebi-a-GCST90018831,Cystitis,health trait / disease outcome
ebi-a-GCST90018832,Diabetic nephropathy,health trait / disease outcome
ebi-a-GCST90018833,Depression,health trait / disease outcome
ebi-a-GCST90018834,Dilated cardiomyopathy,health trait / disease outcome
ebi-a-GCST90018835,Diphtheria,health trait / disease outcome
ebi-a-GCST90018836,Dysentery,health trait / disease outcome
ebi-a-GCST90018837,Ectopic pregnancy,health trait / disease outcome
ebi-a-GCST90018838,Endometrial cancer,health trait / disease outcome
ebi-a-GCST90018839,Endometriosis,health trait / disease outcome
ebi-a-GCST90018840,Epilepsy,health trait / disease outcome
ebi-a-GCST90018841,Esophageal cancer,health trait / disease outcome
ebi-a-GCST90018842,Esophageal varix,health trait / disease outcome
ebi-a-GCST90018843,Bell's palsy,health trait / disease outcome
ebi-a-GCST90018844,Febrile seizures,health trait / disease outcome
ebi-a-GCST90018846,Gallbladder polyp,health trait / disease outcome
ebi-a-GCST90018847,Graves' disease,health trait / disease outcome
ebi-a-GCST90018849,Gastric cancer,health trait / disease outcome
ebi-a-GCST90018851,Gastric ulcer,health trait / disease outcome
ebi-a-GCST90018852,Glaucoma,health trait / disease outcome
ebi-a-GCST90018853,Goiter,health trait / disease outcome
ebi-a-GCST90018854,Acute hepatitis A infection,health trait / disease outcome
ebi-a-GCST90018855,Hashimoto thyroiditis,health trait / disease outcome
ebi-a-GCST90018856,Head injury,health trait / disease outcome
ebi-a-GCST90018857,Hearing loss difficulty in hearing,health trait / disease outcome
ebi-a-GCST90018858,Hepatic cancer,health trait / disease outcome
ebi-a-GCST90018859,Herpes infection,health trait / disease outcome
ebi-a-GCST90018860,Hyperthyroidism,health trait / disease outcome
ebi-a-GCST90018861,Hypertrophic cardiomyopathy,health trait / disease outcome
ebi-a-GCST90018863,Interstitial lung disease,health trait / disease outcome
ebi-a-GCST90018864,Ischemic stroke,health trait / disease outcome
ebi-a-GCST90018865,Idiopathic thrombocytopenic purpura,health trait / disease outcome
ebi-a-GCST90018866,IgA nephropathy,health trait / disease outcome
ebi-a-GCST90018867,Ileus,health trait / disease outcome
ebi-a-GCST90018869,Insomnia,health trait / disease outcome
ebi-a-GCST90018870,Intracerebral hemorrhage,health trait / disease outcome
ebi-a-GCST90018871,Iritis,health trait / disease outcome
ebi-a-GCST90018872,Iron deficiency anemia,health trait / disease outcome
ebi-a-GCST90018873,Juvenile rheumatoid arthritis,health trait / disease outcome
ebi-a-GCST90018874,Keloid,health trait / disease outcome
ebi-a-GCST90018875,Lung cancer,health trait / disease outcome
ebi-a-GCST90018876,Myasthenia gravis,health trait / disease outcome
ebi-a-GCST90018877,Myocardial infarction,health trait / disease outcome
ebi-a-GCST90018878,Malignant lymphoma,health trait / disease outcome
ebi-a-GCST90018879,Mastopathy,health trait / disease outcome
ebi-a-GCST90018880,Meniere's disease,health trait / disease outcome
ebi-a-GCST90018881,Metal allergy,health trait / disease outcome
ebi-a-GCST90018882,Myocarditis,health trait / disease outcome
ebi-a-GCST90018883,Nasal polyps,health trait / disease outcome
ebi-a-GCST90018884,Nephrotic syndrome,health trait / disease outcome
ebi-a-GCST90018885,Neuropathic bladder,health trait / disease outcome
ebi-a-GCST90018886,Non-tuberculous mycobacterial infection,health trait / disease outcome
ebi-a-GCST90018888,Ovarian cancer,health trait / disease outcome
ebi-a-GCST90018889,Ovarian cyst,health trait / disease outcome
ebi-a-GCST90018890,Peripheral artery disease,health trait / disease outcome
ebi-a-GCST90018891,Polymyositis,health trait / disease outcome
ebi-a-GCST90018892,Pulmonary tuberculosis,health trait / disease outcome
ebi-a-GCST90018893,Pancreatic cancer,health trait / disease outcome
ebi-a-GCST90018894,Parkinson's disease,health trait / disease outcome
ebi-a-GCST90018895,Pediatric asthma,health trait / disease outcome
ebi-a-GCST90018896,Pericarditis,health trait / disease outcome
ebi-a-GCST90018897,Periodontal disease,health trait / disease outcome
ebi-a-GCST90018898,Pharyngeal and laryngeal cancer,health trait / disease outcome
ebi-a-GCST90018899,Pleurisy,health trait / disease outcome
ebi-a-GCST90018900,Pneumoconiosis,health trait / disease outcome
ebi-a-GCST90018901,Pneumonia,health trait / disease outcome
ebi-a-GCST90018902,Pneumothorax,health trait / disease outcome
ebi-a-GCST90018903,Pollinosis,health trait / disease outcome
ebi-a-GCST90018904,Polycystic kidney disease,health trait / disease outcome
ebi-a-GCST90018905,Prostate cancer,health trait / disease outcome
ebi-a-GCST90018906,Preeclampsia,health trait / disease outcome
ebi-a-GCST90018907,Psoriasis vulgaris,health trait / disease outcome
ebi-a-GCST90018908,Pulmonary fibrosis,health trait / disease outcome
ebi-a-GCST90018909,Pyelonephritis,health trait / disease outcome
ebi-a-GCST90018910,Rheumatoid arthritis,health trait / disease outcome
ebi-a-GCST90018911,Retinal detachment,health trait / disease outcome
ebi-a-GCST90018912,Retinitis pigmentosa,health trait / disease outcome
ebi-a-GCST90018913,Rheumatic fever,health trait / disease outcome
ebi-a-GCST90018914,Ringworm,health trait / disease outcome
ebi-a-GCST90018915,Stable angina pectoris,health trait / disease outcome
ebi-a-GCST90018916,Sleep apnea syndrome,health trait / disease outcome
ebi-a-GCST90018917,Systemic lupus erythematosus,health trait / disease outcome
ebi-a-GCST90018918,Sarcoidosis,health trait / disease outcome
ebi-a-GCST90018919,Schizophrenia,health trait / disease outcome
ebi-a-GCST90018920,Sjögren's syndrome,health trait / disease outcome
ebi-a-GCST90018921,Skin cancer,health trait / disease outcome
ebi-a-GCST90018922,Spinal canal stenosis,health trait / disease outcome
ebi-a-GCST90018923,Subarachnoid hemorrhage,health trait / disease outcome
ebi-a-GCST90018924,Substance dependence,health trait / disease outcome
ebi-a-GCST90018927,Stevens-Johnson syndrome,health trait / disease outcome
ebi-a-GCST90018928,Tatto pigmentation,health trait / disease outcome
ebi-a-GCST90018929,Thyroid cancer,health trait / disease outcome
ebi-a-GCST90018930,Tonsillitis,health trait / disease outcome
ebi-a-GCST90018931,Typhoid fever,health trait / disease outcome
ebi-a-GCST90018932,Unstable angina pectoris,health trait / disease outcome
ebi-a-GCST90018933,Ulcerative colitis,health trait / disease outcome
ebi-a-GCST90018934,Uterine fibroids,health trait / disease outcome
ebi-a-GCST90018935,Urolithiasis,health trait / disease outcome
ebi-a-GCST90018936,Urticaria,health trait / disease outcome
ebi-a-GCST90018937,Uterine prolapse,health trait / disease outcome
ebi-a-GCST90018938,Uveitis,health trait / disease outcome
ebi-a-GCST90018939,Varicose veins,health trait / disease outcome
ebi-a-GCST90018940,Ventricular arrhythmia,health trait / disease outcome
ebi-a-GCST90018941,Zoster infection,health trait / disease outcome
ebi-a-GCST90018948,Blood urea nitrogen levels,clinical measures
ebi-a-GCST90018949,Weight,anthropometric
ebi-a-GCST90018950,C-reactive protein,clinical measures
ebi-a-GCST90018954,Gamma glutamyl transpeptidase,clinical measures
ebi-a-GCST90018955,Glucose levels,clinical measures
ebi-a-GCST90018956,HDL cholesterol,clinical measures
ebi-a-GCST90018961,LDL cholesterol,clinical measures
ebi-a-GCST90018963,Mean arterial pressure,clinical measures
ebi-a-GCST90018970,Pulse pressure,clinical measures
ebi-a-GCST90018973,Total bilirubin levels,clinical measures
ebi-a-GCST90018975,Triglycerides,clinical measures
ebi-a-GCST90018977,Serum uric acid levels,clinical measures
ebi-a-GCST90018979,Serum creatinine levels,clinical measures
ebi-a-GCST90018980,Medication use (drugs for peptic ulcer and gastro-oesophageal reflux disease),operation / treatment
ebi-a-GCST90018981,Medication use (drugs used in diabetes),operation / treatment
ebi-a-GCST90018982,Medication use (antithrombotic agents),operation / treatment
ebi-a-GCST90018983,Medication use (vasodilators used in cardiac diseases),operation / treatment
ebi-a-GCST90018984,Medication use (antihypertensives),operation / treatment
ebi-a-GCST90018985,Medication use (diuretics),operation / treatment
ebi-a-GCST90018986,Medication use (beta blocking agents),operation / treatment
ebi-a-GCST90018987,Medication use (calcium channel blockers),operation / treatment
ebi-a-GCST90018988,Medication use (agents acting on the renin-angiotensin system),operation / treatment
ebi-a-GCST90018989,Medication use (HMG CoA reductase inhibitors),operation / treatment
ebi-a-GCST90018990,Medication use (thyroid preparations),operation / treatment
ebi-a-GCST90018991,Medication use (immunosuppressants),operation / treatment
ebi-a-GCST90018992,Medication use (anti-inflammatory and antirheumatic products non-steroids),operation / treatment
ebi-a-GCST90018993,Medication use (drugs affecting bone structure and mineralization),operation / treatment
ebi-a-GCST90018994,Medication use (opioids),operation / treatment
ebi-a-GCST90018995,Medication use (salicylic acid and derivatives),operation / treatment
ebi-a-GCST90018996,Medication use (anilides),operation / treatment
ebi-a-GCST90018997,Medication use (antimigraine preparations),operation / treatment
ebi-a-GCST90018998,Medication use (antidepressants),operation / treatment
ebi-a-GCST90018999,Medication use (adrenergics inhalants),operation / treatment
ebi-a-GCST90019000,Medication use (glucocorticoids),operation / treatment
ebi-a-GCST90019001,Medication use (antihistamines for systemic use),operation / treatment
ebi-a-GCST90019002,Medication use (antiglaucoma preparations and miotics),operation / treatment
ebi-a-GCST90019380,Scavenger receptor class A member 5 measurement,clinical measures
ebi-a-GCST90019381,Phospholipase D3 measurement,clinical measures
ebi-a-GCST90019382,Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1 measurement,clinical measures
ebi-a-GCST90019384,SPARC-related modular calcium-binding protein 1 measurement,clinical measures
ebi-a-GCST90019385,Protein Z-dependent protease inhibitor measurement,clinical measures
ebi-a-GCST90019386,Coagulation Factor VIII measurement,clinical measures
ebi-a-GCST90019387,AP-2 complex subunit alpha-2 measurement,clinical measures
ebi-a-GCST90019388,Interleukin-1 Receptor accessory protein measurement,clinical measures
ebi-a-GCST90019389,Plakophilin-2 measurement,clinical measures
ebi-a-GCST90019390,Rap1 GTPase-GDP dissociation stimulator 1 measurement,clinical measures
ebi-a-GCST90019391,Interleukin-1 receptor type 2 measurement,clinical measures
ebi-a-GCST90019392,Complement component C8 gamma chain measurement,clinical measures
ebi-a-GCST90019393,Stromal cell-derived factor 2 measurement,clinical measures
ebi-a-GCST90019394,Serum amyloid A-1 protein measurement,clinical measures
ebi-a-GCST90019395,Fibulin-5 measurement,clinical measures
ebi-a-GCST90019396,Alpha-galactosidase A measurement,clinical measures
